config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,sample_order,mse_raw,mse_lrbn,mae_lrbn,mse_sra_bp_safe,strength_sra_bp_safe,mse_sra_bp_balanced,strength_sra_bp_balanced,boundary_gap_lrbn,boundary_gap_raw,repair_ratio,jump_support,trend_support,vol_support,smooth_support,context_mean,context_std,context_diff_mean,context_diff_std,context_last,context_range,raw_mean,raw_std,raw_diff_std,lrbn_mean,lrbn_std,lrbn_diff_std,raw_lrbn_mean_gap,raw_lrbn_norm_gap,lrbn_context_level_gap,roughness_ratio,pred_context_var_ratio,horizon,horizon_norm,dataset=ETTh1,dataset=ETTm1,backbone=DLinear,backbone=PatchTST,horizon=96,horizon=192
ETTh1_DLinear_96_seed2026,test::test_00000,test_00000,test,ETTh1,DLinear,96,2026,0,3.2618435873248557,2.5321129458072926,1.2900232281250001,2.5321129458072926,0.0,2.5321129458072926,0.0,2.272693840245559,3.1294714037847697,0.2737773186633716,0.19827893207678038,0.0,0.4400061169028639,0.1548306793274772,10.466343729166667,1.2958427426824561,0.0014736778947368305,0.6032908952071476,9.0039997,5.838,11.311391597916666,0.7395617219198111,1.015942537710831,10.321838201041666,0.14337506555426469,0.16333302334043912,0.989553396875,1.241572813127052,1.2156578375000004,0.27073631294906875,0.11064302032085262,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00001,test_00001,test,ETTh1,DLinear,96,2026,1,2.614172222066385,2.6966931596291275,1.2743964562499999,2.6966931596291275,0.0,2.531875871864345,0.75,4.669413455881945,5.719209850029521,0.18355633699746476,0.09554262654519234,0.0,0.21415956921540702,0.07246831042016996,10.502937486458334,1.2728212305226432,-0.025178948421052637,0.5946588047068937,7.7379999,5.9090001,11.342894757291665,0.7442436256588507,1.01717684497068,10.231289185416667,0.1594286515799296,0.14811403097616493,1.111605571875,1.3427346936690376,2.4389816,0.24907355399474151,0.12525680944028217,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00002,test_00002,test,ETTh1,DLinear,96,2026,2,5.866283559353261,4.6000704585364325,1.63012136875,4.6000704585364325,0.0,4.6000704585364325,0.0,2.2838424133430855,1.9448637161525644,-0.17429371532900495,0.20204403355924352,0.0,0.4378581739708107,0.1682739267069199,10.299937504166666,1.3776729282246403,0.005926315789473691,0.5828482203764374,11.537,6.331,11.183166934375,0.7431822515545323,1.0171810833506563,10.443374864583333,0.16110258865740515,0.15858262814709398,0.7397920697916666,1.053922065833327,-0.9960142500000004,0.27208173675632996,0.11693883825254185,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00003,test_00003,test,ETTh1,DLinear,96,2026,3,8.316541773179372,5.489042955440684,1.879954695833333,5.489042955440684,0.0,5.581922856624033,0.75,4.080559156035937,3.9949680910191123,-0.02142446238426099,0.10917015481455873,0.0,0.24506436161910325,0.08244610282457296,10.4421250125,1.5871735299086678,0.02443157894736842,0.6023146970118943,13.647,7.457,11.339739072916666,0.7360305766201616,1.0167525954006502,10.807692333333335,0.18830872497077258,0.1883419932866052,0.5320467395833334,0.9180774050516578,-2.78611825,0.31269647166921816,0.11864462377783284,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00004,test_00004,test,ETTh1,DLinear,96,2026,4,10.828125968667878,7.101470598403478,2.2628531364583333,7.101470598403478,0.0,7.101470598403478,0.0,1.3659666430186128,1.0026604986463041,-0.36234077489043703,0.3336854563962255,0.0,0.7320814280867789,0.2689749411018976,10.875218769791667,1.6252213278742365,0.010368421052631574,0.5988203042725986,11.818,7.457,11.701768166666668,0.7370191809698808,1.010421245705645,11.001968416666665,0.18078824503290128,0.18912544291785766,0.6997997499999999,1.0233143870764478,-0.9447826249999993,0.3158295163656418,0.11123970052107922,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00005,test_00005,test,ETTh1,DLinear,96,2026,5,7.210707280547638,4.2406048195962684,1.719035975,3.219191032061811,0.75,3.219191032061811,0.75,7.11182061151196,8.233934381423502,0.13627927812539475,0.06184284016810023,0.0,0.14061093824549672,0.04491758225880395,10.740406243750002,1.797933636609385,-0.032578949473684206,0.6488626314508544,5.698,9.075,11.511773311458334,0.751555190556147,1.0169501182349125,10.203358134375,0.19058871361107546,0.17720192889148062,1.3084151770833334,1.5133935790578494,4.402805975,0.2730957944048403,0.10600480669892258,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00006,test_00006,test,ETTh1,DLinear,96,2026,6,4.591463267325817,3.8895469805642855,1.662727560416667,3.8895469805642855,0.0,3.54115593252306,0.75,3.050195891364872,3.8767993159837904,0.2132182101850547,0.16646377147609184,0.0,0.32784759059653146,0.17154372383174404,9.882302083333334,2.162102125427227,-0.042210527368421055,0.7182296180003972,7.9489999,9.5670001,10.7852512625,0.757663482860407,1.0179964530811303,9.678765658333333,0.24091312283991573,0.23431402305943463,1.1064856041666669,1.3517726936584917,1.7543862625000004,0.32623786453406955,0.1114258242387544,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00007,test_00007,test,ETTh1,DLinear,96,2026,7,7.423382361322349,6.052201689328274,2.151899196875,6.052201689328274,0.0,5.376501126688765,0.75,3.011249781544245,2.5899547485066035,-0.1626645680261387,0.14400807637251695,0.0,0.33208780787968867,0.09993642123786216,9.039520821875001,1.8010366547418668,-0.022957894736842097,0.6784026861446323,10.833,8.4410001,10.084288984375,0.7484168492257426,1.0194795654010753,9.236068158333333,0.13946456953577158,0.13425619213219614,0.8482208260416666,1.1347403265052718,-1.51267105,0.19790015130249952,0.0774362319236243,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00008,test_00008,test,ETTh1,DLinear,96,2026,8,7.958130649929415,5.3266546451691665,2.034854234375,5.3266546451691665,0.0,4.761736710799408,0.75,3.1747715171851496,2.865176700391739,-0.10805396703704662,0.14070821612941853,0.0,0.3149831616009287,0.10714148678732685,9.378083330208332,2.078005953233737,0.017768421052631586,0.7533200694767783,12.17,9.1450001,10.423300914583335,0.7363862649977689,1.0128563912256638,9.719620122916666,0.191972269651245,0.21054755445730472,0.7036807916666667,1.0311591942553457,-2.458795362499999,0.27949245413186335,0.09238336250631958,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00009,test_00009,test,ETTh1,DLinear,96,2026,9,9.308576377791278,5.326338337256666,1.9131113697916666,5.326338337256666,0.0,4.410451830977457,0.75,3.8112834343551536,4.899354455228425,0.2220847274333032,0.11990522598205618,0.0,0.262378682250255,0.09733699569591356,10.145270819791667,1.80124467376566,-0.0022210526315789413,0.6122095757388076,7.7379999,6.682999800000001,11.043973647916667,0.7408352686002405,1.0168770203227584,9.920848029166667,0.1416573836639746,0.17667368600247918,1.1231256187499998,1.3527395093059529,2.1034118,0.28858319833706186,0.07864467669633621,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00010,test_00010,test,ETTh1,DLinear,96,2026,10,5.2952502190555615,3.034062990717281,1.4273860645833334,2.0015718910440015,0.75,2.0015718910440015,0.75,6.273294880790408,7.348997402248146,0.14637416727817876,0.08023556487827167,0.0,0.1594058211843682,0.08130087345044684,9.877156229166665,2.198822197615306,-0.037021059999999995,0.7107741690243818,5.6279998,8.723000200000001,10.7382794125,0.7573269717028872,1.016222722684831,9.40982375625,0.24025501122285411,0.2593685842217017,1.32845565625,1.54272347136843,3.699491625,0.3649094615639345,0.10926572517673062,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00011,test_00011,test,ETTh1,DLinear,96,2026,11,3.1583913186694175,3.113883218296768,1.524057413541667,3.113883218296768,0.0,3.113883218296768,0.0,0.5722124940787244,1.656220609239622,0.6545072888274719,0.6666666666666666,0.0,1.0,1.0,8.821239561458334,2.2002891811939373,-0.016294738947368426,0.6614252552119225,8.5819998,8.933999799999999,9.871424629166667,0.7574110676566963,1.0170771990493859,8.811133342708333,0.20638562837585014,0.21748490643609228,1.0602912864583336,1.3136095186777785,0.2781355125,0.32881202510839186,0.09379973157170529,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00012,test_00012,test,ETTh1,DLinear,96,2026,12,3.8252299269926233,2.3636962626575833,1.2957645875000001,2.3636962626575833,0.0,1.8974345103109114,0.75,3.474505614219878,2.788856665106309,-0.24585261474340325,0.1422209510060839,0.0,0.2878105622908101,0.13885229072744162,8.542781236458334,1.8775880857678957,0.005926315789473672,0.6506769961996,10.693,7.738999800000001,9.682950871874999,0.7473770939986851,1.0217720132676478,8.818908831249999,0.19192874074735408,0.2053358540963423,0.8640420406250001,1.1520964221123668,-1.7798756499999997,0.3155721498124152,0.10222137644609217,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00013,test_00013,test,ETTh1,DLinear,96,2026,13,6.334921895523576,2.6808462044379557,1.3951453458333332,2.6808462044379557,0.0,2.6808462044379557,0.0,0.5989907508901896,1.4449330610143771,0.5854546120466672,0.5384335865627784,0.0,1.0,0.6153007596883352,9.301927073958334,1.8301061523545552,0.0,0.5862678263352501,9.0039997,7.738999800000001,10.312716890625,0.7397601820350436,1.0121951585924764,9.297680399999999,0.15583610889759839,0.1704350280732617,1.0150364906249998,1.2633653566614222,0.2354960500000005,0.29071139452978634,0.08515190419156798,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00014,test_00014,test,ETTh1,DLinear,96,2026,14,5.496824145530806,2.5350477675340946,1.3238177718749997,2.5350477675340946,0.0,2.5350477675340946,0.0,0.9130098405722844,1.4011890142011352,0.34840397710597326,0.4586213154699726,0.08543093476064742,1.0,0.2904330116492703,9.670531242708334,1.5548172134155531,0.008884204210526311,0.5800734720613409,8.7229996,7.0349998000000005,10.59765434375,0.749318714132624,1.0159614556809782,9.568965584375,0.1635970766615436,0.179432139788704,1.028688759375,1.2793846807717204,0.7147351250000005,0.3093260407600383,0.10522006704704011,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00015,test_00015,test,ETTh1,DLinear,96,2026,15,2.606365873389873,1.8348968596586224,1.2127914697916666,1.7834684154334486,0.75,1.7834684154334486,0.75,7.408712060484911,9.129130325276329,0.18845377544608188,0.06628661766356046,0.0,0.13497618133261235,0.06388367165806902,9.071124996875,1.5377678096780678,-0.04961052842105262,0.6082943680630831,5.6279998,6.0500002,10.058618650000001,0.7536028649889998,1.0154517168670125,8.701870796875001,0.17622084394973003,0.16557721666033645,1.3567478531250001,1.5581935478959246,3.060280187499999,0.2721987135748916,0.11459579804237421,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00016,test_00016,test,ETTh1,DLinear,96,2026,16,2.3059166291474336,2.6103093799258112,1.4887138052083333,2.6103093799258112,0.0,2.6103093799258112,0.0,1.2614835153957211,0.11704783366450883,-9.777412092900025,0.390814858296651,0.0,0.7927155184743058,0.3797290564156473,8.333937507291667,1.3874131281381659,-0.02369473368421052,0.6058205140780966,8.8640003,5.6980002,9.442979304166668,0.7562916436639056,1.0183567043258763,8.381109560416666,0.1451733787874459,0.13756396058847747,1.06186974375,1.306242466916538,-0.39379808750000067,0.22707011453334433,0.10463665883398637,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00017,test_00017,test,ETTh1,DLinear,96,2026,17,5.1114979590230165,2.507930433523993,1.4144470093750001,2.507930433523993,0.0,2.507930433523993,0.0,0.8214204401865702,0.5107809721661769,-0.6081625526112553,0.40156790202834597,0.0,1.0,0.20470370608503785,8.708374997916666,1.3675709819388522,-0.005926318947368408,0.7125328723753186,9.9189997,5.4160002,9.80189455625,0.7415995999730338,1.0182877681431206,8.871975136458333,0.14435357872404755,0.16644818877097228,0.9299194197916667,1.1988314906969304,-1.031902337500001,0.23360038760837704,0.10555537889814859,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00018,test_00018,test,ETTh1,DLinear,96,2026,18,18.971753870695768,12.54953829119926,2.8487092810416663,12.54953829119926,0.0,12.54953829119926,0.0,0.9388372047360889,0.3521619392891562,-1.6659171082316035,0.4214366598847923,0.0,1.0,0.26430997965437686,8.939208311458332,1.4389644910910608,0.013336833684210516,0.7025508064070047,9.6379995,5.4160002,9.9952361125,0.7435130867071407,1.0158913902625473,9.039844741666666,0.1280991200444606,0.13320230506460834,0.9553913708333334,1.2149228930628706,-0.6852838624999991,0.18959784011635025,0.0890223711670332,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00019,test_00019,test,ETTh1,DLinear,96,2026,19,36.93951792183205,23.836751576609966,4.485109733124999,23.054676191828435,0.75,23.054676191828435,0.75,7.4770926167779,9.67377606878681,0.22707619127348733,0.0644790149025144,0.0,0.13374175738693808,0.05969528732060512,9.483656227083333,1.1253245709356334,-0.004442105263157891,0.6802958361445646,7.105,4.1499999,10.436087782291667,0.7455503218311746,1.0177028015141985,9.232766004166665,0.11181856852668642,0.11118263309560199,1.203321778125,1.4190357588768128,2.095331474999999,0.16343253001984479,0.09936641574199358,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00020,test_00020,test,ETTh1,DLinear,96,2026,20,34.334900109615376,21.63488736405387,4.3967980268749995,21.63488736405387,0.0,21.63488736405387,0.0,1.8260197915017011,2.574679556572538,0.29077811737059445,0.2341782167765459,0.02439117418446757,0.5476387154558389,0.13050476068933128,8.695895819791666,1.5287919489906407,-0.033326315789473676,0.5549638034969067,7.316,5.1359998,9.716173563541666,0.7554565599676655,1.0174687212279963,8.498183446875,0.12119623459022541,0.13308291988095258,1.217990116666667,1.4382402482004701,1.1858189125,0.2398042525262494,0.07927642174844135,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00021,test_00021,test,ETTh1,DLinear,96,2026,21,16.521745547217662,6.76031512501121,2.41264865,6.76031512501121,0.0,5.642673238824066,0.75,3.069496759917361,3.9817570487866574,0.22911017638233588,0.1944175749044,0.12456935809736189,0.32578614517747345,0.13289722143836472,7.120395842916667,2.5680208462784946,-0.05849473789473681,0.7581447658985139,4.7839999,10.552,8.294213155208332,0.7801100965991696,1.0185146214128877,6.803464042708335,0.2042193635470777,0.22815590467360758,1.4907491124999999,1.6928785388760659,2.0017619374999995,0.3009393640854927,0.07952438716322766,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00022,test_00022,test,ETTh1,DLinear,96,2026,22,2.9598470363303533,1.1012205098455963,0.8212678375000001,1.1012205098455963,0.0,0.9857731309604838,0.75,3.9301206158770983,6.791295566470017,0.42130039861889024,0.17494568093316173,0.04313753591132287,0.2544448569195311,0.2272546499686312,5.071552113749999,2.091261747081275,-0.0525789505263158,0.7385501653339758,3.869,8.8640003,6.540909819791666,0.8003083098796326,1.0256157442423,4.90676645625,0.15882155019263752,0.18167790032010922,1.6341433635416667,1.824001081801217,0.9249303999999998,0.2459923006660666,0.07594576550187312,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00023,test_00023,test,ETTh1,DLinear,96,2026,23,1.3394626526996067,3.209647349712105,1.5065213718750001,3.209647349712105,0.0,3.209647349712105,0.0,1.64433269717389,0.11251215231698054,-13.614582058294411,0.2871350727128421,0.0,0.6081486016780159,0.2532566164605105,4.286041677291666,1.6995245643457713,-0.017768423157894744,0.7685541315683112,4.9949999,7.8790002,5.906422901041666,0.7895113462141337,1.0254772047595906,4.385463784374999,0.15304492814353116,0.16774169599042452,1.520959116666667,1.7193150047821946,-0.6920771874999999,0.21825590527010252,0.09005214829024703,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
ETTh1_DLinear_96_seed2026,test::test_00024,test_00024,test,ETTh1,DLinear,96,2026,24,1.598368691199122,5.358678424944796,2.1158522635416666,5.358678424944796,0.0,5.087029009386601,0.75,4.176381445143435,1.328551348975081,-2.14355806029422,0.11673078130862706,0.0,0.23944149072748186,0.11075085319839928,4.225249994791667,0.9809688298302104,0.022947371578947363,0.3563280485093629,5.3460002,3.7990003000000003,5.882687569791667,0.7810128331590178,1.0222118381418603,4.393429,0.07771572943152473,0.10034327781585885,1.4892585697916665,1.6841359750474814,-0.9630413124999997,0.2816028562241179,0.07922438292009062,96.0,0.13333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
