variant,dataset,backbone,horizon,seed,n,mse,mae,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage
CGA-HM-safe,ETTm1,PatchTST,96,2026,96,2.9730411571990842,1.317583144582727,-1.331731375041792,-0.7191455991482842,0.09375,0.90625,1.0
CGA-HM-safe,ETTm1,PatchTST,192,2026,96,4.172122796764032,1.575336766466571,-1.017566695366178,-0.55971681600867,0.08333333333333333,0.9166666666666666,1.0
CGA-HM-balanced,ETTh1,DLinear,96,2026,96,5.172796667385044,1.7413324002706705,-2.302705035689947,-1.430770601133721,0.16666666666666666,0.8333333333333334,1.0
CGA-HM-balanced,ETTh1,DLinear,192,2026,96,6.734460136871344,2.0067576569552883,-0.5443128048784517,-0.6287586751391466,0.3854166666666667,0.6145833333333334,1.0
CGA-HM-balanced,ETTh1,PatchTST,96,2026,96,5.69682378023039,1.8339252411837768,-1.8514378595523164,-1.0493540312492617,0.0,1.0,1.0
CGA-HM-balanced,ETTh1,PatchTST,192,2026,96,7.121595586060678,2.0757912655285296,-1.6668760200530268,-0.8921058405647728,0.010416666666666666,0.9895833333333334,1.0
CGA-HM-balanced,ETTm1,DLinear,96,2026,96,2.8284331855968206,1.271967899029746,0.37941163211865125,-0.15945161818026718,0.4166666666666667,0.5729166666666666,0.9895833333333334
CGA-HM-balanced,ETTm1,DLinear,192,2026,96,4.030667611001664,1.5400392906337406,0.9004253318027322,0.12902092481014113,0.4791666666666667,0.5208333333333334,1.0
CGA-HM-balanced,ETTm1,PatchTST,96,2026,96,2.9730411571990842,1.317583144582727,-1.331731375041792,-0.7191455991482842,0.09375,0.90625,1.0
CGA-HM-balanced,ETTm1,PatchTST,192,2026,96,4.172122796764032,1.575336766466571,-1.017566695366178,-0.55971681600867,0.08333333333333333,0.9166666666666666,1.0
CGA-HM-veto-safe,ETTh1,DLinear,96,2026,96,5.185608023530932,1.743839061467994,-2.0607402111783495,-1.2888794486306747,0.15625,0.84375,1.0
CGA-HM-veto-safe,ETTh1,DLinear,192,2026,96,6.733381301740405,2.0075334052937372,-0.5602452310830442,-0.5903449311097891,0.3645833333333333,0.6354166666666666,1.0
CGA-HM-veto-safe,ETTh1,PatchTST,96,2026,96,5.702062570079831,1.8345537181210094,-1.7611806021731413,-1.0154441437685737,0.020833333333333332,0.9791666666666666,1.0
CGA-HM-veto-safe,ETTh1,PatchTST,192,2026,96,7.129189082584003,2.0771590487076903,-1.5620270118500879,-0.8268015336474963,0.020833333333333332,0.9791666666666666,1.0
CGA-HM-veto-safe,ETTm1,DLinear,96,2026,96,2.7856960031513562,1.2655177651107714,-1.137305550867532,-0.6657418343366123,0.2916666666666667,0.6875,0.9791666666666666
CGA-HM-veto-safe,ETTm1,DLinear,192,2026,96,4.014513550297328,1.5374026600876058,0.49603783346115393,-0.04240537256829418,0.46875,0.5104166666666666,0.9791666666666666
CGA-HM-veto-safe,ETTm1,PatchTST,96,2026,96,2.98321321808321,1.319968111231975,-0.9941445138649301,-0.5394366177217133,0.14583333333333334,0.8541666666666666,1.0
CGA-HM-veto-safe,ETTm1,PatchTST,192,2026,96,4.184794056064995,1.5776926979339008,-0.716944653126703,-0.4110029055781501,0.125,0.84375,0.96875
CGA-HM-veto-balanced,ETTh1,DLinear,96,2026,96,5.185608023530932,1.743839061467994,-2.0607402111783495,-1.2888794486306747,0.15625,0.84375,1.0
CGA-HM-veto-balanced,ETTh1,DLinear,192,2026,96,6.733381301740405,2.0075334052937372,-0.5602452310830442,-0.5903449311097891,0.3645833333333333,0.6354166666666666,1.0
CGA-HM-veto-balanced,ETTh1,PatchTST,96,2026,96,5.702062570079831,1.8345537181210094,-1.7611806021731413,-1.0154441437685737,0.020833333333333332,0.9791666666666666,1.0
CGA-HM-veto-balanced,ETTh1,PatchTST,192,2026,96,7.129189082584003,2.0771590487076903,-1.5620270118500879,-0.8268015336474963,0.020833333333333332,0.9791666666666666,1.0
CGA-HM-veto-balanced,ETTm1,DLinear,96,2026,96,2.7856960031513562,1.2655177651107714,-1.137305550867532,-0.6657418343366123,0.2916666666666667,0.6875,0.9791666666666666
CGA-HM-veto-balanced,ETTm1,DLinear,192,2026,96,4.014513550297328,1.5374026600876058,0.49603783346115393,-0.04240537256829418,0.46875,0.5104166666666666,0.9791666666666666
CGA-HM-veto-balanced,ETTm1,PatchTST,96,2026,96,2.98321321808321,1.319968111231975,-0.9941445138649301,-0.5394366177217133,0.14583333333333334,0.8541666666666666,1.0
CGA-HM-veto-balanced,ETTm1,PatchTST,192,2026,96,4.184794056064995,1.5776926979339008,-0.716944653126703,-0.4110029055781501,0.125,0.84375,0.96875
